index;needs_update;updated;size;true_positive_self;true_negative_self;false_positive_self;false_negative_self;true_positive_eval;true_negative_eval;false_positive_eval;false_negative_eval;
90000;false;false;42;7598;72975;9428;0;301334;3293761;400133;4772;
99000;false;false;42;7758;81625;9618;0;301332;3298401;395493;4774;
94000;false;false;42;7672;76841;9488;0;301332;3298401;395493;4774;
96000;false;false;42;7714;78734;9553;0;301334;3293761;400133;4772;
95000;false;false;42;7694;77791;9516;0;301334;3293761;400133;4772;
91000;false;false;42;7610;73951;9440;0;301334;3293761;400133;4772;
98000;false;false;42;7746;80661;9594;0;301332;3298401;395493;4774;
106000;false;false;44;8112;86787;11102;0;301332;3279141;414753;4774;
100000;false;false;42;7774;82597;9630;0;301332;3298401;395493;4774;
104000;false;false;44;7982;85280;10739;0;301332;3279141;414753;4774;
97000;false;false;42;7722;79712;9567;0;301334;3293761;400133;4772;
101000;false;false;45;7792;83213;9996;0;300942;3292607;401287;5164;
102000;false;false;46;7942;83849;10210;0;301192;3288969;404925;4914;
108000;false;false;44;8277;88526;11198;0;301332;3279141;414753;4774;
103000;false;false;44;7959;84423;10619;0;301332;3279141;414753;4774;
107000;false;false;47;8212;87628;11161;0;301194;3279305;414589;4912;
110000;false;false;45;8452;90148;11401;0;305832;3274937;418957;274;
109000;false;false;44;8305;89454;11242;0;301332;3279141;414753;4774;
124000;false;false;46;9776;98816;15409;0;305832;3257379;436515;274;
105000;false;false;44;8098;86113;10790;0;301332;3279141;414753;4774;
112000;false;false;45;8488;92054;11459;0;305832;3274937;418957;274;
117000;false;false;45;8916;96125;11960;0;305832;3274937;418957;274;
111000;false;false;45;8476;91107;11418;0;305832;3274937;418957;274;
122000;false;false;46;9383;97909;14709;0;305832;3257379;436515;274;
119000;false;false;46;9070;96416;13515;0;305832;3257379;436515;274;
115000;false;false;45;8670;94627;11704;0;305832;3274937;418957;274;
114000;false;false;45;8536;93911;11554;0;305832;3274937;418957;274;
116000;false;false;45;8788;95375;11838;0;305832;3274937;418957;274;
127000;false;false;46;10354;100055;16592;0;305832;3257379;436515;274;
118000;false;false;46;8942;96110;12949;0;305832;3257379;436515;274;
121000;false;false;46;9308;97324;14369;0;305832;3257379;436515;274;
123000;false;false;46;9596;98231;15174;0;305832;3257379;436515;274;
113000;false;false;45;8508;92987;11506;0;305832;3274937;418957;274;
128000;false;false;46;10460;100639;16902;0;305832;3257379;436515;274;
134000;false;false;46;11873;103970;18158;0;305832;3257379;436515;274;
132000;false;false;46;11110;103017;17874;0;305832;3257379;436515;274;
125000;false;false;46;10029;99146;15826;0;305832;3257379;436515;274;
133000;false;false;46;11497;103508;17996;0;305832;3257379;436515;274;
126000;false;false;46;10196;99723;16082;0;305832;3257379;436515;274;
135000;false;false;46;12181;104603;18217;0;305788;3256615;437279;318;
120000;false;false;46;9149;97014;13838;0;305832;3257379;436515;274;
131000;false;false;46;11083;102072;17846;0;305832;3257379;436515;274;
129000;false;false;46;10628;100959;17414;0;305832;3257379;436515;274;
130000;false;false;46;10756;101567;17678;0;305832;3257379;436515;274;
143000;false;false;45;14536;109145;19320;0;305852;3256707;437187;254;
136000;false;false;46;12622;104862;18517;0;305832;3257379;436515;274;
139000;false;false;46;13386;106760;18855;0;305832;3257379;436515;274;
141000;false;false;45;14040;107906;19055;0;305852;3256707;437187;254;
146000;false;false;45;14738;111585;19678;0;305852;3256707;437187;254;
137000;false;false;46;12726;105585;18690;0;305832;3257379;436515;274;
140000;false;false;46;13659;107476;18866;0;305832;3257379;436515;274;
144000;false;false;45;14552;110097;19352;0;305852;3256707;437187;254;
148000;false;false;45;15006;112883;20112;0;305852;3256707;437187;254;
138000;false;false;46;13098;106078;18825;0;305832;3257379;436515;274;
142000;false;false;45;14168;108623;19210;0;305852;3256707;437187;254;
152000;false;false;45;15143;116499;20359;0;305852;3256707;437187;254;
149000;false;false;45;15081;113680;20240;0;305852;3256707;437187;254;
151000;false;false;45;15120;115552;20329;0;305852;3256707;437187;254;
155000;false;false;45;15203;119368;20430;0;305852;3256707;437187;254;
150000;false;false;45;15097;114612;20292;0;305852;3256707;437187;254;
145000;false;false;45;14579;110996;19426;0;305852;3256707;437187;254;
156000;false;false;45;15210;120341;20450;0;305852;3256707;437187;254;
147000;false;false;45;14841;112334;19826;0;305852;3256707;437187;254;
162000;false;false;45;15338;126005;20658;0;305852;3256707;437187;254;
168000;false;false;45;15464;131649;20888;0;305852;3256707;437187;254;
164000;false;false;45;15383;127869;20749;0;305852;3256707;437187;254;
153000;false;false;45;15168;117451;20382;0;305852;3256707;437187;254;
154000;false;false;45;15188;118407;20406;0;305852;3256707;437187;254;
161000;false;false;45;15316;125069;20616;0;305852;3256707;437187;254;
167000;false;false;45;15434;130720;20847;0;305852;3256707;437187;254;
157000;false;false;45;15231;121304;20466;0;305852;3256707;437187;254;
