index;needs_update;updated;size;true_positive_self;true_negative_self;false_positive_self;false_negative_self;true_positive_eval;true_negative_eval;false_positive_eval;false_negative_eval;
73000;false;false;39;7250;42338;23413;0;301402;2407996;1285898;4704;
72000;false;false;39;7240;41637;23124;0;301402;2407996;1285898;4704;
74000;false;false;39;7275;43124;23602;0;301402;2407996;1285898;4704;
79000;false;false;39;7393;46483;25125;0;301402;2407996;1285898;4704;
77000;false;false;39;7358;45107;24536;0;301402;2407996;1285898;4704;
75000;false;false;39;7297;43758;23946;0;301402;2407996;1285898;4704;
76000;false;false;39;7326;44417;24258;0;301402;2407996;1285898;4704;
78000;false;false;39;7373;45796;24832;0;301402;2407996;1285898;4704;
83000;false;false;39;7468;49050;26483;0;301402;2407996;1285898;4704;
85000;false;false;39;7519;50560;26922;0;301402;2407996;1285898;4704;
80000;false;false;39;7410;47088;25503;0;301402;2407996;1285898;4704;
81000;false;false;39;7436;47784;25781;0;301402;2407996;1285898;4704;
86000;false;false;39;7538;51095;27368;0;301402;2407996;1285898;4704;
84000;false;false;39;7499;49713;26789;0;301402;2407996;1285898;4704;
82000;false;false;39;7456;48567;25978;0;301402;2407996;1285898;4704;
88000;false;false;39;7562;52517;27922;0;301402;2407996;1285898;4704;
87000;false;false;39;7556;51789;27656;0;301402;2407996;1285898;4704;
89000;false;false;39;7576;53235;28190;0;301402;2407996;1285898;4704;
91000;false;false;39;7610;54628;28763;0;301402;2407996;1285898;4704;
93000;false;false;39;7668;56047;29286;0;301402;2407996;1285898;4704;
95000;false;false;39;7694;57240;30067;0;301402;2407996;1285898;4704;
90000;false;false;39;7598;53933;28470;0;301402;2407996;1285898;4704;
92000;false;false;39;7632;55334;29035;0;301402;2407996;1285898;4704;
101000;false;false;39;7792;61251;31958;0;301402;2407996;1285898;4704;
97000;false;false;39;7722;58658;30621;0;301402;2407996;1285898;4704;
96000;false;false;39;7714;58180;30107;0;301402;2407996;1285898;4704;
100000;false;false;39;7774;60789;31438;0;301402;2407996;1285898;4704;
103000;false;false;39;7959;62405;32637;0;301402;2407996;1285898;4704;
94000;false;false;39;7672;56539;29790;0;301402;2407996;1285898;4704;
105000;false;false;39;8098;63430;33473;0;301402;2407996;1285898;4704;
102000;false;false;39;7942;61761;32298;0;301402;2407996;1285898;4704;
98000;false;false;39;7746;59355;30900;0;301402;2407996;1285898;4704;
111000;false;true;40;8476;66839;35686;0;305902;2403792;1290102;204;
99000;false;false;39;7758;60104;31139;0;301402;2407996;1285898;4704;
118000;false;true;41;8942;70362;38697;0;305902;2386234;1307660;204;
104000;false;false;39;7982;63010;33009;0;301402;2407996;1285898;4704;
106000;false;true;39;8112;63860;34029;0;301402;2407996;1285898;4704;
108000;false;false;39;8277;65004;34720;0;301402;2407996;1285898;4704;
107000;false;true;39;8212;64608;34181;0;301402;2407996;1285898;4704;
116000;false;false;40;8788;69627;37586;0;305902;2403792;1290102;204;
114000;false;true;40;8536;68163;37302;0;305902;2403792;1290102;204;
109000;false;true;39;8305;65680;35016;0;301402;2407996;1285898;4704;
125000;false;true;41;10029;73398;41574;0;305902;2386234;1307660;204;
